code,store,product_type,product_unit,name_ar
6002,JOHRH,104,pc,#6002عباية شانتون أبيض سحاب بقطعة مميزة
6003,JOHRH,104,pc,#6003عباية كتان بيج بأضافة حزام من الخلف
6004,JOHRH,104,pc,#6004عباية تفته جزار بتدخيلات مميزة على الصدر
6005,JOHRH,104,pc,#6005عباية جينز أزرق بتطريز طولي على الصدر
6006,JOHRH,104,pc,#6006عباية كتان أسود بحزام وجيوب
6007,JOHRH,104,pc,#6007عباية قطن سماوي بكسرات مميزة
6008,JOHRH,104,pc,#6008عباية كتان أزرق بقبة مميزة
6009,JOHRH,104,pc,#6009عباية كتان بني بقبة مميزة
6010,JOHRH,104,pc,#6010عباية جينز رمادي بقيطان مميزة
6011,JOHRH,104,pc,#6011عباية قطن أبيض بطبقات ألوان زاهية
6012,JOHRH,104,pc,#6012عباية كتان أسود بقماش كروهات
6013,JOHRH,104,pc,#6013عباية كتان رمادي بنقشة مميزة
6014,JOHRH,104,pc,#6014عباية جينز بكم واسع بكلفة مميزة
6015,JOHRH,104,pc,#6015عباية كتان أسود بكروهات على القبة
6016,JOHRH,104,pc,#6016عباية تفتة رمادي بقماش مميز على الصدر
6017,JOHRH,104,pc,#6017عباية شامواه أزرق بلياقة مميزة
6018,JOHRH,104,pc,#6018عباية كتان بنقشة كروهات
6019,JOHRH,104,pc,#6019عباية كتان محددة بقيطان طولية
6020,JOHRH,104,pc,#6020عباية كتان أسود بشبك مميز على الاكتاف
6022,JOHRH,104,pc,#6022عباية قطن بلونين أزرق وأبيض وكلفة مميزة
6023,JOHRH,104,pc,#6023عباية كتان سحاب بشرائط هندسية
6024,JOHRH,104,pc,#6024عباية كتان كحلي بنقشة مربعات على الظهر
6025,JOHRH,104,pc,#6025عباية جينز كحلي بجيوب كبيرة
6026,JOHRH,104,pc,#6026عباية لينن أبيض بقطع جينز على الكتف
6027,JOHRH,104,pc,#6027عباية تفتة بنفسجي بقصة مميزة
6028,JOHRH,104,pc,#6028عباية جينز أزرق بكلفة طولية
6029,JOHRH,104,pc,#6029عباية كتان بكسرات مميزة على الخصر
6030,JOHRH,104,pc,#6030عباية لينن عودي بقماش مميز على الاكتاف
6031,JOHRH,104,pc,#6031عباية صالونة بنقشة مميزة على الجاكيت
6032,JOHRH,104,pc,#6032عباية كتان كحلي بكسر مميزة
6033,JOHRH,104,pc,#6033عباية خيش تايواني بكسر طولية
6034,JOHRH,104,pc,#6034عباية صالونة بجيب ولياقة صغيرة
6035,JOHRH,104,pc,#6035عباية كتان بكسر مميزة على الصدر
6036,JOHRH,104,pc,#6036عباية كتان بتطريز عرضي على الظهر
6037,JOHRH,104,pc,#6037عباية صالونة أسود بكم ضيق
6038,JOHRH,104,pc,#6038عباية جينز رمادي بنقشة مميزة
6039,JOHRH,104,pc,#6039عباية كريب بنقش كروهات
6040,JOHRH,104,pc,#6040عباية كريب بكروهات من الاسفل والخلف
6041,JOHRH,104,pc,#6041عباية كريب أزرق بقيطان مميزة
6042,JOHRH,104,pc,#6042عباية قطن أبيض وسماوي بخطوط طولية
6043,JOHRH,104,pc,#6043عباية قطن أبيض ورمادي بخطوط طولية
6044,JOHRH,104,pc,#6044عباية قطن أسود ورمادي بخطوط طولية
6045,JOHRH,104,pc,#6045عباية صالونة كحلي بكسر وتطريز مميز
6046,JOHRH,104,pc,#6046عباية كتان أسود بكسر وتطريز مميز
6047,JOHRH,104,pc,#6047عباية قطن زيتي بكسر طولية مميزة
6048,JOHRH,104,pc,#6048عباية قطن زهري بكسر طولية مميزة
6049,JOHRH,104,pc,#6049عباية تفته بقبعة وزم على الخصر
